,COD_ACIDENTE,DISTRITO,LATITUDE,LONGITUDE,VIA,KM,QT_FLIGEIROS,QT_FGRAVES,QT_MORTOS,QT_VIAS_SENTIDO,VEL_LIM_LOCAL,BERMA_VIA,CONDICAO_ADERENCIA,FAIXA_RODAGEM,FATOR_ATMOSFERICO,INTERSECAO_VIA,LOCALIZACAO,LUMINOSIDADE,PERFIL_VIA,PLANTA_VIA,SITUACAO_ACIDENTE,TIPO_NATUREZA,DIA_SEMANA,FLAG_FERIADO,QT_VEICULOS,COD_FREGUESIA,DATA,HORA,GRAVIDADE,ERA_DIA,MAU_TEMPO,ESTRADA_SECA,DENSIDADE_TOTAL,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE,TOTAL
2694,2010424075,Braga,41.374858,-8.485301,EN204,43.1,2,0,0,2.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUARTA-FEIRA ,0,2,3,2009-10-20,9,ligeiro,Sim,Sim,Nao,141.3,1,1,3,4013
2740,2010428067,Braga,41.52727,-8.562287,EN103,27.3,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,3,2009-11-12,8,ligeiro,Sim,Sim,Nao,141.3,1,1,3,4013
2741,2013656998,Braga,41.479989,-7.955578,EN210,1.18,1,0,0,1.0,50,Berma não pavimentada,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SÁBADO       ,0,2,3,2012-10-09,11,ligeiro,Sim,Sim,Nao,141.3,1,1,3,4013
2947,2009349647,Braga,41.583611,-8.787797,EN(d)13,50.3,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,3,2008-11-22,7,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
2982,2009389646,Braga,41.433745,-8.16807,ER207,48.65,3,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,3,2009-06-06,22,ligeiro,Nao,Sim,Nao,141.3,1,1,3,4013
3139,2007271031,Braga,41.592376,-8.785762,EN(d)13,51.3,0,1,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Atropelamento,DOMINGO      ,0,1,3,2007-01-14,20,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
3181,2007278475,Braga,41.583919,-8.78755,EN(d)13,50.34,0,3,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,NÃO DEFINIDO,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,3,2007-03-31,22,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
3315,2011548674,Braga,41.49034,-7.960780000000001,EN206,78.7,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,3,2011-06-22,9,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3318,2011555155,Braga,41.599919,-8.784841,EN(d)13,52.14,3,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,3,2011-07-05,12,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3500,2012651638,Braga,41.484048,-7.959465,EN210,0.5,0,0,1,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Atropelamento,DOMINGO      ,0,1,3,2012-10-10,19,ligeiro,Nao,Sim,Nao,141.3,1,1,3,4013
3533,2009367387,Braga,41.588965,-8.786217,EN(d)13,50.92,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Colisão,QUARTA-FEIRA ,0,3,3,2009-03-29,10,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3570,2008340785,Braga,41.59868,-8.785102,EN(d)13,52.0,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,3,2008-09-28,5,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
3645,2010428118,Braga,41.473890000000004,-7.9489279999999995,A7,75.78,1,0,0,2.0,120,Berma pavimentada,Húmido,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,3,2009-11-11,9,ligeiro,Sim,Sim,Nao,141.3,1,1,3,4013
3675,2008343500,Braga,41.435018,-8.174627000000001,A7,55.05,2,0,0,1.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,3,2008-10-03,17,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3718,2009355717,Braga,41.453549,-8.237131,EN206,44.9,2,0,0,1.0,50,Berma pavimentada,"Com gelo, geada ou neve",Dois sentidos,Neve,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,3,2009-01-10,13,ligeiro,Sim,Sim,Nao,141.3,1,1,3,4013
3773,2011563869,Braga,41.599565000000005,-8.784921,EN(d)13,52.1,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,1,2,3,2011-08-15,14,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3814,2007279225,Braga,41.583042999999996,-8.788122,EN(d)13,50.23,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,3,2007-04-09,10,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3826,2008328292,Braga,41.440101,-8.167997,ER207,49.4,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Em patamar,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,3,2008-05-11,23,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
3856,2011529625,Braga,41.439316,-8.163421000000001,A7,56.13,2,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,3,2011-04-04,0,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
3857,2012632594,Braga,41.583997,-8.787492,EN(d)13,50.35,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,3,2012-07-03,18,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3873,2011555161,Braga,41.374046,-8.48526,EN204,43.2,1,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,QUARTA-FEIRA ,0,2,3,2011-07-08,23,ligeiro,Nao,Sim,Nao,141.3,1,1,3,4013
3996,2008327181,Braga,41.587003,-8.786478,EN(d)13,50.7,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,3,2008-05-18,11,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
3998,2011513935,Braga,41.372581,-8.486202,EN204,43.4,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,3,2010-12-06,17,ligeiro,Nao,Sim,Nao,141.3,1,1,3,4013
4011,2010476249,Braga,41.591027000000004,-8.785943,EN(d)13,51.15,3,2,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,3,3,2010-07-06,22,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
4024,2008337951,Braga,41.388399,-8.317185,EN106,1.48,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,3,3,2008-08-20,18,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4036,2009355930,Braga,41.440804,-8.167397,ER207,49.5,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,3,2009-01-02,18,ligeiro,Nao,Sim,Nao,141.3,1,1,3,4013
4040,2009418068,Braga,41.372581,-8.486202,EN204,43.4,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,3,2009-09-22,14,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4068,2011529651,Braga,41.592376,-8.785762,EN(d)13,51.3,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,SEXTA-FEIRA  ,0,1,3,2011-04-10,19,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4090,2007294926,Braga,41.524843,-8.565823,EN103,26.9,5,2,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SÁBADO       ,0,3,3,2007-09-09,19,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4125,2008334052,Braga,41.383379999999995,-8.315534,EN106,2.05,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,3,3,2008-07-21,19,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4132,2011573938,Braga,41.434159,-8.167847,ER207,48.7,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,3,2011-10-25,16,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4163,2011517149,Braga,41.721188,-8.417003999999999,EN101,68.87,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,3,2011-01-20,19,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
4169,2010486602,Braga,41.478316,-7.958664999999999,EN205,108.72,1,0,0,2.0,80,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,3,2010-08-08,15,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4196,2007282894,Braga,41.434137,-8.178030999999999,A7,54.75,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,0,2,3,2007-05-30,11,ligeiro,Sim,Sim,Nao,141.3,1,1,3,4013
4264,2012611725,Braga,41.52084,-8.572503,EN103,26.15,0,0,1,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Na berma,Despiste,SEGUNDA-FEIRA,0,1,3,2012-04-23,1,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
4285,2013656238,Braga,41.587003,-8.786478,EN(d)13,50.7,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,3,2012-10-26,16,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4299,2008304476,Braga,41.372581,-8.486202,EN204,43.4,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,3,2007-12-13,9,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4428,2009351933,Braga,41.452319,-8.238855000000001,EN206,44.7,1,0,0,1.0,90,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,3,2008-12-13,5,ligeiro,Nao,Sim,Nao,141.3,1,1,3,4013
4464,2008336973,Braga,41.47187,-7.941945,A7,76.4,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,DOMINGO      ,0,1,3,2008-08-28,13,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4561,2009400518,Braga,41.679456,-8.001089,EN103,91.2,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,3,2009-07-03,1,ligeiro,Nao,Nao,Sim,141.3,1,1,3,4013
4562,2009350648,Braga,41.431963,-8.167905000000001,ER207,48.45,2,1,0,2.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SÁBADO       ,0,2,3,2008-11-10,13,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4569,2010428124,Braga,41.523187,-8.566735000000001,EN103,26.7,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,3,2009-11-03,11,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4571,2009360845,Braga,41.378702000000004,-8.488827,EN204,42.5,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,3,2009-02-22,16,ligeiro,Sim,Nao,Sim,141.3,1,1,3,4013
4610,2007278041,Braga,41.420152,-7.981534,EN304,127.44,1,0,0,1.0,90,Sem berma ou impraticável,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,22,2007-03-09,19,ligeiro,Nao,Nao,Sim,155.0,1,2,22,2381
4615,2007283714,Braga,41.445091999999995,-8.142671,EN206,56.3,1,0,0,1.0,60,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,3,22,2007-05-19,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4633,2008303862,Braga,41.434928,-8.135496,A7,58.88,1,0,0,2.0,120,Berma não pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEGUNDA-FEIRA,0,1,22,2007-12-22,15,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4668,2008341735,Braga,41.406634000000004,-7.988992,EN210,16.05,1,0,0,2.0,40,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,22,2008-09-04,16,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4678,2009367519,Braga,41.497896000000004,-8.435119,EN(d)309,30.22,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,22,2009-03-25,16,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4681,2009388252,Braga,41.421415,-7.982077,EN304,127.28,2,0,0,1.0,90,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SÁBADO       ,0,2,22,2009-05-22,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4697,2009389642,Braga,41.446065999999995,-8.155472999999999,EN206,55.1,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,SÁBADO       ,0,1,22,2009-06-14,17,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4706,2010424030,Braga,41.446065999999995,-8.155472999999999,EN206,55.1,1,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,22,2009-10-20,17,ligeiro,Sim,Sim,Nao,155.0,1,2,22,2381
4726,2010463461,Braga,41.451881,-8.14825,EN206,53.3,1,0,0,1.0,90,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,22,2010-05-02,4,ligeiro,Nao,Nao,Sim,155.0,1,2,22,2381
4728,2010464642,Braga,41.411390000000004,-7.96793,EN304,130.1,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEGUNDA-FEIRA,0,1,22,2010-05-28,9,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4732,2010486627,Braga,41.424971,-7.98573,EN304,126.45,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,22,2010-08-31,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4735,2010468605,Braga,41.446359,-8.150372,EN206,55.61,1,0,0,1.0,50,Berma não pavimentada,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,22,2010-06-09,17,ligeiro,Sim,Sim,Nao,155.0,1,2,22,2381
4747,2011500363,Braga,41.500305,-8.435292,EN(d)309,30.5,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Na berma,Despiste,SEGUNDA-FEIRA,0,1,22,2010-10-29,6,ligeiro,Nao,Sim,Nao,155.0,1,2,22,2381
4763,2011529612,Braga,41.406634000000004,-7.988992,EN210,16.05,5,0,0,2.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,22,2011-04-10,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4764,2011529637,Braga,41.528566999999995,-8.295084,ER310,6.9,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,22,2011-04-07,13,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4773,2011547963,Braga,41.409268,-7.9669229999999995,EN304,129.86,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,22,2011-06-05,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4790,2011573939,Braga,41.445091999999995,-8.142671,EN206,56.3,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,22,2011-10-24,11,ligeiro,Sim,Sim,Nao,155.0,1,2,22,2381
4805,2012591619,Braga,41.450678,-8.150394,EN206,53.5,2,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,22,2011-12-30,17,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4811,2012600529,Braga,41.406634000000004,-7.988992,EN210,16.05,1,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,DOMINGO      ,0,2,22,2012-02-08,15,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4813,2012600619,Braga,41.404441,-7.988592,EN210,16.2,3,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,22,2012-02-25,13,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4822,2012608178,Braga,41.446949,-8.151701,EN206,55.47,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,No passeio,Despiste,SÁBADO       ,0,1,22,2012-03-18,9,ligeiro,Sim,Nao,Nao,155.0,1,2,22,2381
4832,2013670503,Braga,41.408865999999996,-7.967873,EN304,129.75,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUARTA-FEIRA ,1,2,22,2012-12-08,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4838,2013669700,Braga,41.40918,-7.966908,EN304,129.85,1,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,22,2012-12-30,3,ligeiro,Nao,Sim,Nao,155.0,1,2,22,2381
4851,2007279210,Braga,41.446752000000004,-8.150855,EN206,55.55,3,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,22,2007-04-12,17,ligeiro,Sim,Sim,Nao,155.0,1,2,22,2381
4876,2010463678,Braga,41.531381,-8.292411999999999,ER310,6.5,4,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,22,2010-05-09,9,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4893,2011523802,Braga,41.500310999999996,-8.429377,A11,32.0,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,22,2011-02-01,14,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4899,2010468597,Braga,41.423289000000004,-7.9845369999999996,EN304,126.83,1,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,22,2010-06-09,20,ligeiro,Nao,Sim,Nao,155.0,1,2,22,2381
4920,2008341738,Braga,41.406634000000004,-7.988992,EN210,16.05,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,22,2008-09-12,16,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4922,2010482443,Braga,41.436277000000004,-8.132050999999999,A7,59.2,2,3,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,22,2010-08-18,7,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
4925,2009351490,Braga,41.501222999999996,-8.435186,EN(d)309,30.6,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em rotunda,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,22,2008-12-22,0,ligeiro,Nao,Nao,Sim,155.0,1,2,22,2381
4933,2007293629,Braga,41.424898999999996,-7.9853570000000005,EN304,126.5,1,0,0,2.0,80,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,NÃO DEFINIDO,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,22,2007-08-19,15,ligeiro,Sim,Nao,Sim,155.0,1,2,22,2381
